
223432	Standing	-1.88	9.85	-0.231546
223433	Standing	-0.19	9.92	-0.572055
223434	Standing	-0.61	10.27	-0.885323
223435	Standing	0.76	10.57	-1.757025
223436	Standing	0.42	9.47	-1.116869
223437	Standing	0.38	9.47	-1.947710
223438	Standing	-1.04	10.65	-1.525479
223439	Standing	-1.92	9.51	-0.572055
223440	Standing	-1.31	9.85	-0.531194
223441	Standing	-0.08	9.92	-1.757025
223442	Standing	1.73	9.77	-0.803601
223443	Standing	1.50	9.92	-1.457377
223444	Standing	1.27	10.50	-1.879608
223445	Standing	0.61	10.12	-1.988571
223446	Standing	-0.53	9.77	-1.879608
223447	Standing	-0.42	9.62	-1.648062
223448	Standing	0.65	10.42	-2.220117
223449	Standing	0.65	10.42	-2.220117
223450	Standing	1.61	9.38	-1.838747
223451	Standing	1.61	9.43	-1.525479
223452	Standing	1.61	9.43	-1.525479
223453	Standing	0.95	10.27	-1.307553
223454	Standing	0.19	10.38	-1.184970
223455	Standing	0.31	9.81	-1.416516
223456	Standing	1.12	9.62	-1.688923
223457	Standing	1.23	9.85	-1.648062
223458	Standing	1.04	9.70	-1.838747
223459	Standing	0.57	9.89	-2.029432
223460	Standing	0.65	9.96	-1.988571
223461	Standing	0.95	9.96	-1.757025
223462	Standing	1.42	10.00	-1.729784
223463	Standing	1.69	9.89	-1.525479
223464	Standing	1.46	10.00	-1.416516
223465	Standing	0.69	9.77	-1.688923
223466	Standing	0.08	9.96	-1.947710
223467	Standing	-0.08	10.19	-2.111154
223468	Standing	0.38	9.72	-1.988571
223469	Standing	0.93	10.12	-2.111154
223470	Standing	1.33	9.62	-1.988571
223471	Standing	1.08	9.85	-1.947710
223472	Standing	0.80	9.77	-1.757025
223473	Standing	0.69	10.34	-1.688923
223474	Standing	0.72	9.66	-1.307553
223475	Standing	0.69	10.00	-1.375655
223476	Standing	0.93	9.62	-1.457377
223477	Standing	0.76	10.12	-1.607201
223478	Standing	0.93	9.72	-1.797886
223479	Standing	0.76	10.23	-1.988571
223480	Standing	0.76	9.23	-1.920469
223481	Standing	0.57	10.34	-2.138395
223482	Standing	0.99	9.58	-1.879608
223483	Standing	1.33	10.04	-1.797886
223484	Standing	1.61	9.85	-1.416516
223485	Standing	0.61	10.15	-0.885323
223486	Standing	0.53	9.58	-1.457377
223487	Standing	0.15	10.19	-1.920469
223488	Standing	0.34	9.85	-1.334794
223489	Standing	0.80	10.31	-1.797886
223490	Standing	0.69	9.53	-1.947710
223491	Standing	0.80	9.92	-1.879608
223492	Standing	0.50	10.04	-1.184970
223493	Standing	1.12	9.43	-1.797886
223494	Standing	1.31	10.27	-1.266692
223495	Standing	1.50	9.77	-1.607201
223496	Standing	0.46	10.04	-0.912563
223497	Standing	0.31	9.85	-1.076008
223498	Standing	0.61	10.19	-1.184970
223499	Standing	0.72	9.81	-1.184970
223500	Standing	1.04	9.92	-1.988571
223501	Standing	0.99	9.77	-1.729784
223502	Standing	0.76	10.04	-1.797886
223503	Standing	0.69	9.81	-1.498238
223504	Standing	0.80	10.27	-1.225831
223505	Standing	0.80	9.43	-1.457377
223506	Standing	1.04	9.92	-1.307553
223507	Standing	1.04	10.19	-1.607201
223508	Standing	0.53	9.89	-1.688923
223509	Standing	0.31	9.92	-1.757025
223510	Standing	0.95	9.72	-1.648062
223511	Standing	1.27	10.04	-1.729784
223512	Standing	1.18	9.72	-1.525479
223513	Standing	0.84	10.08	-1.457377
223514	Standing	0.76	9.77	-1.375655
223515	Standing	0.65	10.00	-1.607201
223516	Standing	0.89	9.85	-1.457377
223517	Standing	1.04	9.96	-1.607201
223518	Standing	0.89	9.89	-1.688923
223519	Standing	0.61	9.77	-1.607201
223520	Standing	0.95	9.96	-1.838747
223521	Standing	0.95	9.89	-1.525479
223522	Standing	0.53	10.04	-1.184970
223523	Standing	1.04	9.92	-1.334794
223524	Standing	0.69	9.92	-1.334794
223525	Standing	0.99	9.81	-1.648062
223526	Standing	0.84	9.81	-1.648062
223527	Standing	0.95	9.81	-1.688923
223528	Standing	0.69	9.89	-1.375655
223529	Standing	0.84	9.89	-1.607201
223530	Standing	0.89	9.89	-1.375655
223531	Standing	0.69	10.04	-1.375655
223532	Standing	0.99	9.72	-1.607201
223533	Standing	0.69	9.77	-1.607201
223534	Standing	0.42	10.31	-1.607201
223535	Standing	-0.04	10.08	-1.879608
223536	Standing	0.11	9.47	-1.648062
223537	Standing	1.14	9.96	-1.566340
223538	Standing	2.34	9.92	-0.653777
223539	Standing	2.72	9.85	0.463092
223540	Standing	1.50	9.51	-1.225831
223541	Standing	0.76	10.08	-1.797886
223542	Standing	-0.08	10.04	-1.266692
223543	Standing	-0.42	10.15	-1.607201
223544	Standing	-0.19	9.77	-1.729784
223545	Standing	0.61	9.96	-1.498238
223546	Standing	1.23	9.72	-1.498238
223547	Standing	0.99	10.08	-1.457377
223548	Standing	0.99	10.08	-1.457377
223549	Standing	0.53	10.04	-1.307553
223550	Standing	-0.23	10.88	-1.498238
223551	Standing	-0.99	8.69	-0.912563
223552	Standing	2.03	10.00	-1.184970
223553	Standing	1.73	9.77	-2.833032
223554	Standing	2.34	10.34	-1.688923
223555	Standing	0.69	9.72	-1.525479
223556	Standing	-1.73	10.53	0.953424
223557	Standing	0.93	9.43	-1.266692
223558	Standing	0.99	10.19	0.040861
223559	Standing	0.61	9.66	-1.688923
223560	Standing	0.15	10.34	-1.457377
223561	Standing	0.34	9.58	0.926184
223562	Standing	5.52	10.65	-2.451662
223563	Standing	-6.51	10.12	0.231546
