
221333	Sitting	2.60	9.66	1.035146
221334	Sitting	2.68	9.53	0.503953
221335	Sitting	3.49	8.89	0.762740
221336	Sitting	3.64	9.38	0.926184
221337	Sitting	2.91	9.34	1.035146
221338	Sitting	3.15	9.43	0.885323
221339	Sitting	3.15	9.53	0.844462
221340	Sitting	2.91	9.72	0.844462
221341	Sitting	3.21	9.38	0.926184
221342	Sitting	3.15	9.43	0.762740
221343	Sitting	3.02	9.51	0.422231
221344	Sitting	2.68	9.15	1.144109
221345	Sitting	1.84	9.62	1.648062
221346	Sitting	2.79	9.23	1.729784
221347	Sitting	2.60	9.51	1.035146
221348	Sitting	2.83	9.38	1.076008
221349	Sitting	2.96	9.34	1.266692
221350	Sitting	2.87	9.47	1.375655
221351	Sitting	2.96	9.34	1.334794
221352	Sitting	3.41	9.34	0.926184
221353	Sitting	3.26	9.28	1.184970
221354	Sitting	2.91	9.43	1.307553
221355	Sitting	3.06	9.70	1.688923
221356	Sitting	3.30	9.00	1.648062
221357	Sitting	2.87	9.08	0.762740
221358	Sitting	3.45	9.00	1.225831
221359	Sitting	3.34	9.53	1.988571
221360	Sitting	2.22	9.58	1.266692
221361	Sitting	3.30	9.08	1.266692
221362	Sitting	3.38	9.19	1.375655
221363	Sitting	2.79	9.47	1.457377
221364	Sitting	3.11	9.30	1.457377
221365	Sitting	3.11	9.28	1.266692
221366	Sitting	3.26	9.23	1.375655
221367	Sitting	3.06	9.30	1.334794
221368	Sitting	2.98	9.38	1.375655
221369	Sitting	3.15	9.23	1.334794
221370	Sitting	3.17	9.23	1.334794
221371	Sitting	3.11	9.34	1.457377
221372	Sitting	3.02	9.28	1.266692
221373	Sitting	3.11	9.28	1.266692
221374	Sitting	3.15	9.28	1.375655
221375	Sitting	3.11	9.28	1.307553
221376	Sitting	3.21	9.23	1.307553
221377	Sitting	3.02	9.38	1.334794
221378	Sitting	3.15	9.23	1.334794
221379	Sitting	3.15	9.23	1.375655
221380	Sitting	3.06	9.34	1.334794
221381	Sitting	3.06	9.28	1.266692
221382	Sitting	3.15	9.30	1.266692
221383	Sitting	3.17	9.28	1.307553
221384	Sitting	3.21	9.30	1.184970
221385	Sitting	3.17	9.34	1.307553
221386	Sitting	3.17	9.38	1.266692
221387	Sitting	3.15	9.28	1.225831
221388	Sitting	3.34	9.23	1.307553
221389	Sitting	3.11	9.34	1.266692
221390	Sitting	3.15	9.28	1.225831
221391	Sitting	3.11	9.38	1.225831
221392	Sitting	3.26	9.28	1.334794
221393	Sitting	3.17	9.28	1.266692
221394	Sitting	3.15	9.30	1.334794
221395	Sitting	3.17	9.30	1.225831
221396	Sitting	3.11	9.23	1.266692
221397	Sitting	3.34	9.28	1.334794
221398	Sitting	3.15	9.43	1.334794
221399	Sitting	3.17	9.28	1.225831
221400	Sitting	3.26	9.28	1.266692
221401	Sitting	3.21	9.34	1.375655
221402	Sitting	3.15	9.38	1.266692
221403	Sitting	3.15	9.38	1.225831
221404	Sitting	3.15	9.28	1.334794
221405	Sitting	3.15	9.28	1.307553
221406	Sitting	3.02	9.28	1.184970
221407	Sitting	3.06	9.30	1.375655
221408	Sitting	3.41	9.08	1.498238
221409	Sitting	3.26	9.04	1.375655
221410	Sitting	3.02	9.47	1.375655
221411	Sitting	2.87	9.66	1.266692
221412	Sitting	3.11	9.38	0.926184
221413	Sitting	3.30	9.23	1.116869
221414	Sitting	3.49	9.11	1.457377
221415	Sitting	3.41	9.11	1.416516
221416	Sitting	3.21	9.28	1.307553
221417	Sitting	2.83	9.51	1.225831
221418	Sitting	3.06	9.34	1.035146
221419	Sitting	2.98	9.51	1.076008
221420	Sitting	3.26	9.30	1.307553
221421	Sitting	3.68	9.11	1.416516
221422	Sitting	3.60	9.04	1.307553
221423	Sitting	3.11	9.51	1.184970
221424	Sitting	3.11	9.30	1.144109
221425	Sitting	3.30	9.28	1.076008
221426	Sitting	2.98	9.47	1.035146
221427	Sitting	2.53	9.70	0.926184
221428	Sitting	3.11	9.34	1.144109
221429	Sitting	3.64	9.08	1.266692
221430	Sitting	3.60	9.15	1.144109
221431	Sitting	3.11	9.43	1.307553
221432	Sitting	3.45	9.30	1.498238
221433	Sitting	3.21	9.04	1.266692
221434	Sitting	3.26	9.51	1.144109
221435	Sitting	1.95	9.96	0.885323
221436	Sitting	3.53	8.77	1.334794
221437	Sitting	2.98	9.66	1.116869
221438	Sitting	3.02	9.28	1.225831
221439	Sitting	3.34	9.23	1.184970
221440	Sitting	2.96	9.38	1.334794
221441	Sitting	3.15	9.28	1.307553
221442	Sitting	2.98	9.34	1.184970
221443	Sitting	3.26	9.28	1.334794
221444	Sitting	3.17	9.38	1.116869
221445	Sitting	3.11	9.43	1.116869
221446	Sitting	3.15	9.34	1.116869
221447	Sitting	3.11	9.43	1.116869
221448	Sitting	3.38	9.34	1.266692
221449	Sitting	3.38	9.34	1.266692
221450	Sitting	3.06	9.38	1.225831
221451	Sitting	3.06	9.43	1.334794
221452	Sitting	3.06	9.43	1.334794
221453	Sitting	3.45	9.23	1.184970
221454	Sitting	3.21	9.30	1.266692
221455	Sitting	2.91	9.47	1.334794
221456	Sitting	3.17	9.23	1.184970
221457	Sitting	3.17	9.28	1.266692
221458	Sitting	3.06	9.23	1.334794
221459	Sitting	3.02	9.28	1.225831
221460	Sitting	3.06	9.38	1.334794
221461	Sitting	3.11	9.30	1.307553
221462	Sitting	3.26	9.28	1.225831
221463	Sitting	3.06	9.30	1.375655
221464	Sitting	3.02	9.43	1.307553
221465	Sitting	3.11	9.28	1.225831
221466	Sitting	3.15	9.28	1.225831
221467	Sitting	3.11	9.34	1.307553
